Fitting statistics for a 2D DOSY experiment  
Pure exponential fitting (Stejskal-Tanner equation)  
Monoexpoential fitting  


*******Fit Summary*******
Frequency   Exp. Ampl   Fit. Ampl1  error       Diff coef1  error       
0.09606     0.00092     0.00094     0.00006     0.00000     0.00000     
0.09777     0.00080     0.00081     0.00004     0.00000     0.00000     
0.09948     0.00093     0.00092     0.00007     0.00000     0.00000     
0.10119     0.00101     0.00101     0.00006     0.00000     0.00000     
0.10290     0.00089     0.00089     0.00007     0.00000     0.00000     
0.10503     0.00088     0.00088     0.00004     0.00000     0.00000     
0.10631     0.00088     0.00088     0.00007     0.00000     0.00000     
0.10888     0.00105     0.00105     0.00008     0.00000     0.00000     
0.11059     0.00096     0.00093     0.00006     0.00000     0.00000     
0.11230     0.00096     0.00095     0.00007     0.00000     0.00000     
0.11401     0.00096     0.00096     0.00005     0.00000     0.00000     
0.11700     0.00096     0.00096     0.00011     0.00000     0.00000     
0.11956     0.00093     0.00093     0.00008     0.00000     0.00000     
0.12170     0.00093     0.00095     0.00007     0.00000     0.00000     
0.12341     0.00090     0.00090     0.00008     0.00000     0.00000     
0.12554     0.00086     0.00087     0.00006     0.00000     0.00000     
0.12683     0.00092     0.00092     0.00007     0.00000     0.00000     
0.12811     0.00096     0.00096     0.00007     0.00000     0.00000     
0.13024     0.00093     0.00093     0.00008     0.00000     0.00000     
0.13195     0.00104     0.00104     0.00013     0.00000     0.00000     
0.13324     0.00083     0.00081     0.00005     0.00000     0.00000     
0.13409     0.00096     0.00096     0.00006     0.00000     0.00000     
0.13537     0.00084     0.00084     0.00008     0.00000     0.00000     
0.13665     0.00104     0.00104     0.00008     0.00000     0.00000     
0.13794     0.00097     0.00091     0.00008     0.00000     0.00000     
0.13965     0.00090     0.00091     0.00006     0.00000     0.00000     
0.14050     0.00099     0.00097     0.00006     0.00000     0.00000     
0.14392     0.00093     0.00092     0.00007     0.00000     0.00000     
0.14563     0.00092     0.00092     0.00007     0.00000     0.00000     
0.14691     0.00097     0.00096     0.00009     0.00000     0.00000     
0.14862     0.00097     0.00096     0.00009     0.00000     0.00000     
0.15033     0.00085     0.00086     0.00003     0.00000     0.00000     
0.15204     0.00088     0.00088     0.00005     0.00000     0.00000     
0.15289     0.00090     0.00087     0.00008     0.00000     0.00000     
0.15546     0.00091     0.00093     0.00007     0.00000     0.00000     
0.15674     0.00097     0.00096     0.00007     0.00000     0.00000     
0.15973     0.00115     0.00112     0.00007     0.00000     0.00000     
0.16101     0.00088     0.00088     0.00008     0.00000     0.00000     
0.16315     0.00094     0.00083     0.00011     0.00000     0.00000     
0.16486     0.00090     0.00090     0.00010     0.00000     0.00000     
0.16657     0.00099     0.00090     0.00012     0.00000     0.00000     
0.16828     0.00090     0.00089     0.00009     0.00000     0.00000     
0.16913     0.00095     0.00095     0.00006     0.00000     0.00000     
0.17127     0.00100     0.00093     0.00009     0.00000     0.00000     
0.17341     0.00104     0.00104     0.00010     0.00000     0.00000     
0.17511     0.00100     0.00099     0.00006     0.00000     0.00000     
0.17640     0.00092     0.00092     0.00006     0.00000     0.00000     
0.17725     0.00094     0.00093     0.00010     0.00000     0.00000     
0.17853     0.00094     0.00094     0.00011     0.00000     0.00000     
0.17982     0.00094     0.00094     0.00011     0.00000     0.00000     
0.18152     0.00094     0.00091     0.00007     0.00000     0.00000     
0.18281     0.00104     0.00104     0.00005     0.00000     0.00000     
0.18537     0.00099     0.00098     0.00008     0.00000     0.00000     
0.18665     0.00090     0.00090     0.00005     0.00000     0.00000     
0.18751     0.00102     0.00102     0.00011     0.00000     0.00000     
0.18922     0.00108     0.00111     0.00006     0.00000     0.00000     
0.19093     0.00100     0.00100     0.00006     0.00000     0.00000     
0.19306     0.00097     0.00097     0.00009     0.00000     0.00000     
0.19520     0.00104     0.00102     0.00007     0.00000     0.00000     
0.19734     0.00098     0.00102     0.00006     0.00000     0.00000     
0.19905     0.00090     0.00090     0.00006     0.00000     0.00000     
0.20075     0.00102     0.00102     0.00007     0.00000     0.00000     
0.20246     0.00100     0.00100     0.00009     0.00000     0.00000     
0.20417     0.00100     0.00101     0.00006     0.00000     0.00000     
0.20546     0.00095     0.00095     0.00008     0.00000     0.00000     
0.20631     0.00101     0.00101     0.00007     0.00000     0.00000     
0.20759     0.00097     0.00097     0.00007     0.00000     0.00000     
0.20887     0.00096     0.00098     0.00006     0.00000     0.00000     
0.21016     0.00102     0.00102     0.00005     0.00000     0.00000     
0.21229     0.00099     0.00100     0.00007     0.00000     0.00000     
0.21357     0.00101     0.00101     0.00005     0.00000     0.00000     
0.21614     0.00093     0.00095     0.00007     0.00000     0.00000     
0.21742     0.00101     0.00103     0.00011     0.00000     0.00000     
0.21956     0.00103     0.00103     0.00006     0.00000     0.00000     
0.22169     0.00094     0.00095     0.00006     0.00000     0.00000     
0.22383     0.00096     0.00096     0.00006     0.00000     0.00000     
0.22468     0.00097     0.00097     0.00008     0.00000     0.00000     
0.22597     0.00096     0.00096     0.00009     0.00000     0.00000     
0.22853     0.00108     0.00108     0.00009     0.00000     0.00000     
0.23024     0.00099     0.00099     0.00007     0.00000     0.00000     
0.23280     0.00093     0.00093     0.00006     0.00000     0.00000     
0.23409     0.00103     0.00099     0.00010     0.00000     0.00000     
0.23580     0.00096     0.00093     0.00006     0.00000     0.00000     
0.23750     0.00102     0.00102     0.00005     0.00000     0.00000     
0.24007     0.00104     0.00104     0.00006     0.00000     0.00000     
0.24221     0.00113     0.00111     0.00007     0.00000     0.00000     
0.24520     0.00102     0.00102     0.00008     0.00000     0.00000     
0.24648     0.00105     0.00108     0.00007     0.00000     0.00000     
0.24904     0.00118     0.00118     0.00007     0.00000     0.00000     
0.25161     0.00097     0.00097     0.00005     0.00000     0.00000     
0.25332     0.00091     0.00091     0.00008     0.00000     0.00000     
0.25417     0.00100     0.00100     0.00006     0.00000     0.00000     
0.25545     0.00098     0.00098     0.00009     0.00000     0.00000     
0.25631     0.00106     0.00106     0.00003     0.00000     0.00000     
0.25759     0.00108     0.00108     0.00010     0.00000     0.00000     
0.25973     0.00107     0.00106     0.00010     0.00000     0.00000     
0.26101     0.00102     0.00098     0.00007     0.00000     0.00000     
0.26272     0.00106     0.00106     0.00011     0.00000     0.00000     
0.26528     0.00111     0.00111     0.00003     0.00000     0.00000     
0.26656     0.00101     0.00101     0.00008     0.00000     0.00000     
0.26742     0.00104     0.00104     0.00007     0.00000     0.00000     
0.26870     0.00105     0.00103     0.00012     0.00000     0.00000     
0.26998     0.00114     0.00109     0.00008     0.00000     0.00000     
0.27126     0.00100     0.00100     0.00005     0.00000     0.00000     
0.27297     0.00090     0.00091     0.00004     0.00000     0.00000     
0.27383     0.00115     0.00116     0.00006     0.00000     0.00000     
0.27554     0.00100     0.00098     0.00005     0.00000     0.00000     
0.27725     0.00102     0.00102     0.00005     0.00000     0.00000     
0.27896     0.00102     0.00102     0.00009     0.00000     0.00000     
0.28024     0.00096     0.00095     0.00006     0.00000     0.00000     
0.28237     0.00102     0.00102     0.00005     0.00000     0.00000     
0.28494     0.00110     0.00105     0.00010     0.00000     0.00000     
0.28665     0.00110     0.00110     0.00009     0.00000     0.00000     
0.28836     0.00115     0.00115     0.00008     0.00000     0.00000     
0.29092     0.00102     0.00102     0.00006     0.00000     0.00000     
0.29349     0.00098     0.00100     0.00006     0.00000     0.00000     
0.29477     0.00108     0.00101     0.00010     0.00000     0.00000     
0.29605     0.00108     0.00103     0.00009     0.00000     0.00000     
0.29733     0.00096     0.00097     0.00006     0.00000     0.00000     
0.29819     0.00102     0.00095     0.00011     0.00000     0.00000     
0.29947     0.00109     0.00109     0.00008     0.00000     0.00000     
0.30075     0.00106     0.00104     0.00005     0.00000     0.00000     
0.30246     0.00111     0.00108     0.00007     0.00000     0.00000     
0.30588     0.00111     0.00109     0.00006     0.00000     0.00000     
0.30716     0.00101     0.00102     0.00006     0.00000     0.00000     
0.30801     0.00108     0.00107     0.00005     0.00000     0.00000     
0.31101     0.00109     0.00110     0.00008     0.00000     0.00000     
0.31314     0.00112     0.00108     0.00009     0.00000     0.00000     
0.31400     0.00115     0.00112     0.00008     0.00000     0.00000     
0.31656     0.00117     0.00117     0.00009     0.00000     0.00000     
0.31784     0.00102     0.00096     0.00008     0.00000     0.00000     
0.31998     0.00108     0.00116     0.00008     0.00000     0.00000     
0.32126     0.00111     0.00111     0.00006     0.00000     0.00000     
0.32297     0.00113     0.00113     0.00005     0.00000     0.00000     
0.32511     0.00117     0.00117     0.00007     0.00000     0.00000     
0.32767     0.00102     0.00097     0.00010     0.00000     0.00000     
0.32853     0.00104     0.00103     0.00008     0.00000     0.00000     
0.33024     0.00107     0.00104     0.00009     0.00000     0.00000     
0.33109     0.00111     0.00111     0.00007     0.00000     0.00000     
0.33323     0.00109     0.00107     0.00007     0.00000     0.00000     
0.33536     0.00116     0.00116     0.00011     0.00000     0.00000     
0.33665     0.00118     0.00118     0.00010     0.00000     0.00000     
0.33878     0.00102     0.00100     0.00011     0.00000     0.00000     
0.34006     0.00110     0.00110     0.00007     0.00000     0.00000     
0.34135     0.00117     0.00117     0.00007     0.00000     0.00000     
0.34391     0.00107     0.00110     0.00005     0.00000     0.00000     
0.34562     0.00106     0.00106     0.00007     0.00000     0.00000     
0.34776     0.00107     0.00107     0.00010     0.00000     0.00000     
0.34861     0.00112     0.00111     0.00007     0.00000     0.00000     
0.35117     0.00108     0.00108     0.00011     0.00000     0.00000     
0.35246     0.00118     0.00118     0.00008     0.00000     0.00000     
0.35374     0.00114     0.00114     0.00006     0.00000     0.00000     
0.35459     0.00126     0.00126     0.00009     0.00000     0.00000     
0.35630     0.00112     0.00112     0.00010     0.00000     0.00000     
0.35758     0.00114     0.00114     0.00004     0.00000     0.00000     
0.36015     0.00113     0.00113     0.00006     0.00000     0.00000     
0.36186     0.00110     0.00110     0.00006     0.00000     0.00000     
0.36357     0.00122     0.00121     0.00005     0.00000     0.00000     
0.36485     0.00107     0.00107     0.00005     0.00000     0.00000     
0.36656     0.00118     0.00111     0.00010     0.00000     0.00000     
0.36784     0.00105     0.00101     0.00009     0.00000     0.00000     
0.36955     0.00113     0.00112     0.00010     0.00000     0.00000     
0.37083     0.00107     0.00112     0.00006     0.00000     0.00000     
0.37211     0.00121     0.00121     0.00008     0.00000     0.00000     
0.37340     0.00116     0.00112     0.00008     0.00000     0.00000     
0.37468     0.00108     0.00109     0.00005     0.00000     0.00000     
0.37639     0.00111     0.00111     0.00006     0.00000     0.00000     
0.37724     0.00112     0.00110     0.00009     0.00000     0.00000     
0.37810     0.00114     0.00113     0.00010     0.00000     0.00000     
0.37938     0.00124     0.00125     0.00005     0.00000     0.00000     
0.38066     0.00113     0.00111     0.00005     0.00000     0.00000     
0.38280     0.00117     0.00117     0.00008     0.00000     0.00000     
0.38451     0.00119     0.00119     0.00011     0.00000     0.00000     
0.38664     0.00119     0.00119     0.00006     0.00000     0.00000     
0.38963     0.00124     0.00125     0.00006     0.00000     0.00000     
0.39177     0.00115     0.00116     0.00006     0.00000     0.00000     
0.39263     0.00120     0.00121     0.00005     0.00000     0.00000     
0.39348     0.00125     0.00122     0.00007     0.00000     0.00000     
0.39476     0.00118     0.00118     0.00009     0.00000     0.00000     
0.39733     0.00116     0.00118     0.00006     0.00000     0.00000     
0.39861     0.00108     0.00108     0.00008     0.00000     0.00000     
0.40117     0.00118     0.00118     0.00006     0.00000     0.00000     
0.40288     0.00129     0.00129     0.00007     0.00000     0.00000     
0.40459     0.00108     0.00109     0.00006     0.00000     0.00000     
0.40587     0.00123     0.00123     0.00007     0.00000     0.00000     
0.40844     0.00124     0.00124     0.00005     0.00000     0.00000     
0.40972     0.00110     0.00113     0.00007     0.00000     0.00000     
0.41186     0.00118     0.00118     0.00005     0.00000     0.00000     
0.41442     0.00117     0.00117     0.00008     0.00000     0.00000     
0.41570     0.00116     0.00117     0.00005     0.00000     0.00000     
0.41656     0.00121     0.00121     0.00007     0.00000     0.00000     
0.41869     0.00115     0.00115     0.00009     0.00000     0.00000     
0.42040     0.00129     0.00129     0.00008     0.00000     0.00000     
0.42168     0.00118     0.00121     0.00005     0.00000     0.00000     
